"id","volume","pubid","name","floruit","sex","notbefore","notafter","status","placecode","region","settlement","district","lat","long"
"V3a-8001","3a","7","Ἀβάσκαντος","f.iii AD","1","201","250","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8002","3a","6","Ἀβάσκαντος","116 or 117AD","1","117","117","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8003","3a","1","Ἀβόλητος","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8004","3a","4","῾Αβρίας","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8005","3a","1","῾Αβρίας","hell.-imp.","1","-100","100","","LGPN_33460","Lakonia","Kythera","","36.2236","23.0584"
"V3a-8006","3a","3","῾Αβρίας","c.76BC","1","-76","-76","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8007","3a","2","῾Αβρίας","ii/i BC","1","-125","-75","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8008","3a","1","Ἀγαθάγγελος","s.ii AD","1","150","199","","LGPN_33465","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8009","3a","3","Ἀγαθάμερος","i BC/i AD","1","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8010","3a","1","Ἀγαθάνωρ","hell.-imp.","1","-100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8011","3a","1","Ἀγαθάριν","ii-i BC","2","-200","-100","","LGPN_33471","Lakonia","Teuthrone","","36.6201","22.4896"
"V3a-8012","3a","6","Ἀγαθήμερος","imp.","1","-31","310","","LGPN_33462","Lakonia","Oitylos","","36.7081","22.3884"
"V3a-8013","3a","1","Ἀγαθιάδας","s.8 BC","1","-750","-701","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8014","3a","8","Ἀγαθίας","c.130-140AD","1","130","140","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8015","3a","9","Ἀγαθίας","c.140-160AD","1","140","160","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8016","3a","10","Ἀγαθίας","c.140-160AD","1","140","160","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8017","3a","11","Ἀγαθίας","a.212AD","1","212","262","","LGPN_33972","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8018","3a","6","Ἀγαθῖνος","s.i AD","1","50","99","doctor","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8019","3a","7","Ἀγαθόκλεια","ii BC","2","-200","-100","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8020","3a","74","Ἀγαθοκλῆς","c.105-110AD","1","105","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8021","3a","73","Ἀγαθοκλῆς","f.ii AD","1","101","150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8022","3a","64","Ἀγαθοκλῆς","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8023","3a","71","Ἀγαθοκλῆς","c.100-125AD","1","100","125","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8024","3a","88","Ἀγαθοκλῆς","s.ii AD","1","150","199","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8025","3a","57","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8026","3a","85","Ἀγαθοκλῆς","c.137-140AD","1","137","140","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8027","3a","84","Ἀγαθοκλῆς","c.130AD","1","130","130","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8028","3a","81","Ἀγαθοκλῆς","m.ii AD","1","125","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8029","3a","82","Ἀγαθοκλῆς","m.ii AD","1","125","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8030","3a","83","Ἀγαθοκλῆς","m.ii AD","1","125","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8031","3a","53","Ἀγαθοκλῆς","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8032","3a","69","Ἀγαθοκλῆς","c.100-120AD","1","100","120","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8033","3a","68","Ἀγαθοκλῆς","c.100-120AD","1","100","120","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8034","3a","77","Ἀγαθοκλῆς","c.105-115AD","1","105","115","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8035","3a","87","Ἀγαθοκλῆς","c.150-175AD","1","150","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8036","3a","54","Ἀγαθοκλῆς","c.30-20BC","1","-30","-20","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8037","3a","89","Ἀγαθοκλῆς","f.iii AD","1","201","250","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8038","3a","72","Ἀγαθοκλῆς","ii AD","1","100","200","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8039","3a","58","Ἀγαθοκλῆς","c.1-10AD","1","1","10","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8040","3a","55","Ἀγαθοκλῆς","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8041","3a","56","Ἀγαθοκλῆς","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8042","3a","90","Ἀγαθοκλῆς","f.iii AD","1","201","250","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8043","3a","92","Ἀγαθοκλῆς","c.230-260AD","1","230","260","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8044","3a","91","Ἀγαθοκλῆς","c.230-260AD","1","230","260","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8045","3a","59","Ἀγαθοκλῆς","c.70-100AD","1","70","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8046","3a","48","Ἀγαθοκλῆς","iii AD","1","200","300","","LGPN_33958","Lakonia","Epidauros Limera","","36.7341","23.0404"
"V3a-8047","3a","51","Ἀγαθοκλῆς","ii/i BC","1","-125","-75","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8048","3a","49","Ἀγαθοκλῆς","f.ii AD","1","101","150","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8049","3a","93","Ἀγαθοκλῆς","imp.","1","-31","310","","LGPN_33471","Lakonia","Teuthrone","","36.6201","22.4896"
"V3a-8050","3a","50","Ἀγαθοκλῆς","ii-i BC","1","-200","-100","","LGPN_33456","Lakonia","Hippola","","36.5094","22.3597"
"V3a-8051","3a","52","Ἀγαθοκλῆς","i BC-i AD","1","-100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8052","3a","63","Ἀγαθοκλῆς","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8053","3a","62","Ἀγαθοκλῆς","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8054","3a","66","Ἀγαθοκλῆς","c.100-105AD","1","100","105","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8055","3a","76","Ἀγαθοκλῆς","c.105-115AD","1","105","115","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8056","3a","65","Ἀγαθοκλῆς","c.100-105AD","1","100","105","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8057","3a","75","Ἀγαθοκλῆς","c.105-115AD","1","105","115","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8058","3a","79","Ἀγαθοκλῆς","c.110AD","1","110","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8059","3a","78","Ἀγαθοκλῆς","c.110AD","1","110","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8060","3a","67","Ἀγαθοκλῆς","c.100-105AD","1","100","105","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8061","3a","80","Ἀγαθοκλῆς","c.110AD","1","110","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8062","3a","86","Ἀγαθοκλῆς","c.150-160AD","1","150","160","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8063","3a","61","Ἀγαθοκλῆς","c.90-110AD","1","90","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8064","3a","60","Ἀγαθοκλῆς","c.80-100AD","1","80","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8065","3a","70","Ἀγαθοκλῆς","c.100-120AD","1","100","120","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8066","3a","2","Ἀγαθόλας","c.140AD","1","140","140","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8067","3a","1","Ἀγαθόνικος","c.70-100AD","1","70","100","","LGPN_33972","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8068","3a","2","Ἀγαθόνικος","c.70-100AD","1","70","100","","LGPN_33972","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8069","3a","8","Ἀγαθόπους","m.iii AD","1","225","275","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8070","3a","9","Ἀγαθόπους","m.iii AD","1","225","275","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8071","3a","10","Ἀγαθόπους","c.212-230AD","1","212","230","","LGPN_33971","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8072","3a","7","Ἀγαθόπους","f.ii AD","1","101","150","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8073","3a","3","῎Αγαθος","ii/iii AD","1","275","325","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8074","3a","43","Ἀγάθων","imp.","1","-31","310","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8075","3a","2","Ἀγακλῆς","ii AD","1","100","200","","LGPN_33450","Lakonia","Boiai","","36.5112","23.0569"
"V3a-8076","3a","1","Ἀγαπητός","c.125-150AD","1","125","150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8077","3a","1","Ἀγάριν","imp.","2","-31","310","","LGPN_33462","Lakonia","Oitylos","","36.7081","22.3884"
"V3a-8078","3a","1","Ἀγάσιον","i-ii AD","2","100","200","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8079","3a","2","Ἀγάσιππος","i BC-i AD","1","-100","100","","LGPN_33451","Lakonia","Kardamyle","","36.8866","22.2324"
"V3a-8080","3a","3","Ἀγάσιππος","f.iii AD","1","201","250","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8081","3a","1","Ἀγασισθένης","149BC","1","-149","-149","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8082","3a","1","Ἀγγελῆς","m.ii BC","1","-175","-125","","LGPN_33958","Lakonia","Epidauros Limera","","36.7341","23.0404"
"V3a-8083","3a","1","Ἀγγενίδας","426BC","1","-426","-426","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8084","3a","3","Ἀγέλαιος","ii-i BC","1","-200","-100","","LGPN_33958","Lakonia","Epidauros Limera","","36.7341","23.0404"
"V3a-8085","3a","4","Ἀγέλαιος","ii-i BC","1","-200","-100","","LGPN_33958","Lakonia","Epidauros Limera","","36.7341","23.0404"
"V3a-8086","3a","1","Ἀγελόχεια","iii BC","2","-300","-200","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8087","3a","12","Ἀγέλοχος","m.v BC","1","-475","-425","mantis","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8088","3a","1","῾Αγηἵλας","iv BC","1","-400","-300","","LGPN_33448","Lakonia","Amyklai","","37.0263","22.4375"
"V3a-8089","3a","1","῾Αγηἵξενος","ii BC","1","-200","-100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8090","3a","1","῾Αγηἵπολις","v BC","1","-500","-400","","LGPN_33453","Lakonia","Gerenia","","36.9367","22.1919"
"V3a-8091","3a","1","῾Αγηἱππία","i BC/i AD","2","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8092","3a","2","῾Αγηἵστρατος","iv BC","1","-400","-300","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8093","3a","1","῾Αγηἵστρατος","427BC","1","-427","-427","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8094","3a","17","῾Αγήμων","i/ii AD","1","175","225","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8095","3a","16","῾Αγήμων","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8096","3a","15","῾Αγήμων","hell.-imp.","1","-100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8097","3a","18","῾Αγήμων","iii/ii BC","1","-225","-175","","LGPN_33471","Lakonia","Teuthrone","","36.6201","22.4896"
"V3a-8098","3a","2","Ἀγήνωρ","109-105BC","1","-109","-105","","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-8099","3a","2","῾Αγησανδρίδας","s.v BC","1","-450","-401","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8100","3a","20","῾Αγήσανδρος","423BC","1","-423","-423","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8101","3a","21","῾Αγήσανδρος","411-409BC","1","-411","-409","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8102","3a","10","῾Αγησίδαμος","imp.","1","-31","310","","LGPN_33449","Lakonia","Asopos","","36.685","22.8467"
"V3a-8103","3a","11","῾Αγησίδαμος","s.vii BC","1","-650","-601","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8104","3a","1","῾Αγησίδας","s.vii BC","1","-650","-601","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8105","3a","1","῾Αγησικλείδας","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8106","3a","2","῾Αγησικλῆς","f.vi BC","1","-599","-550","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8107","3a","11","῾Αγησίλαος","333BC","1","-333","-333","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8108","3a","8","῾Αγησίλαος","vi/v BC","1","-525","-475","dub.","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8109","3a","7","῾Αγησίλαος","m.vi BC","1","-575","-525","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8110","3a","14","῾Αγησίλαος","c.90-110AD","1","90","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8111","3a","16","῾Αγησίλαος","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8112","3a","15","῾Αγησίλαος","c.100AD","1","100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8113","3a","13","῾Αγησίλαος","c.50-75AD","1","50","75","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8114","3a","17","῾Αγησίλαος","ii AD","1","100","200","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8115","3a","18","῾Αγησίλαος","ii AD","1","100","200","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8116","3a","5","῾Αγησίλαος","arch.","1","-999","-480","","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-8117","3a","6","῾Αγησίλαος","her.","1","-998","-700","king/dub.","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8118","3a","9","῾Αγησίλαος","c.444-360BC","1","-444","-360","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8119","3a","19","῾Αγησίλαος","396-394BC","1","-396","-394","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8120","3a","12","῾Αγησίλαος","m.iii BC","1","-275","-225","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8121","3a","10","῾Αγησίλαος","iv-iii BC","1","-400","-300","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8122","3a","1","῾Αγησίνικος","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8123","3a","2","῾Αγησίνικος","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8124","3a","3","῾Αγησίνικος","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8125","3a","4","῾Αγησίνικος","c.90-100AD","1","90","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8126","3a","5","῾Αγησίνικος","c.105-110AD","1","105","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8127","3a","8","῾Αγησίπολις","s.iii BC","1","-250","-201","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8128","3a","9","῾Αγησίπολις","c.225-184BC","1","-225","-184","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8129","3a","6","῾Αγησίπολις","c.410-380BC","1","-410","-380","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8130","3a","7","῾Αγησίπολις","c.390-370BC","1","-390","-370","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8131","3a","1","῾Αγησιππία","m.ii AD","2","125","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8132","3a","1","῾Αγησιππίδας","419BC","1","-419","-419","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8133","3a","8","῾Αγήσιππος","c.125-150AD","1","125","150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8134","3a","6","῾Αγήσιππος","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8135","3a","5","῾Αγήσιππος","211AD","1","211","211","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8136","3a","7","῾Αγήσιππος","c.90-100AD","1","90","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8137","3a","2","῾Αγησισθένης","c.30-20BC","1","-30","-20","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8138","3a","1","῾Αγησιστράτα","c.295-241BC","2","-295","-241","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8139","3a","1","῾Αγησιχόρα","s.vii BC","2","-650","-601","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8140","3a","2","῾Αγήτα","i BC/i AD","2","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8141","3a","1","῾Αγήτα","c.25-1BC","2","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8142","3a","4","῾Αγήτα","ii/iii AD","2","275","325","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8143","3a","3","῾Αγήτα","s.ii AD","2","150","199","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8144","3a","5","῾Αγήτα","ii/iii AD","2","275","325","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8145","3a","6","῾Αγητορίδας","c.160AD","1","160","160","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8146","3a","4","῾Αγητορίδας","i BC/i AD","1","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8147","3a","5","῾Αγητορίδας","s.ii AD","1","150","199","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8148","3a","2","῾Αγητορίδας","iii/ii BC","1","-225","-175","","LGPN_33462","Lakonia","Oitylos","","36.7081","22.3884"
"V3a-8149","3a","3","῾Αγητορίδας","f.iv BC","1","-399","-350","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8150","3a","1","῾Αγητορίδας","ii BC","1","-200","-100","","LGPN_33454","Lakonia","Geronthrai","","36.9922","22.7069"
"V3a-8151","3a","1","῞Αγητος","s.vi BC","1","-550","-501","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8152","3a","3","῾Αγήτωρ","s.iii BC","1","-250","-201","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8153","3a","4","῾Αγήτωρ","f.ii BC","1","-199","-150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8154","3a","5","῾Αγήτωρ","170BC","1","-170","-170","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8155","3a","11","Ἀγιάδας","c.90-120AD","1","90","120","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8156","3a","14","Ἀγιάδας","137AD","1","137","137","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8157","3a","13","Ἀγιάδας","c.130AD","1","130","130","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8158","3a","15","Ἀγιάδας","c.140-150AD","1","140","150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8159","3a","12","Ἀγιάδας","c.105-110AD","1","105","110","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8160","3a","10","Ἀγιάδας","s.i BC","1","-50","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8161","3a","9","Ἀγιάδας","ii-iii AD","1","200","300","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8162","3a","38","Ἀγίας","352BC","1","-352","-352","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8163","3a","36","Ἀγίας","i-ii AD","1","100","200","","LGPN_33455","Lakonia","Gytheion","","36.7637","22.5624"
"V3a-8164","3a","37","Ἀγίας","405BC","1","-405","-405","mantis","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8165","3a","1","Ἀγιᾶτις","c.260-224BC","2","-260","-224","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8166","3a","1","Ἀγιδώ","s.vii BC","2","-650","-601","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8167","3a","1","Ἀγίεια","iii-ii BC","2","-300","-200","","LGPN_33454","Lakonia","Geronthrai","","36.9922","22.7069"
"V3a-8168","3a","2","Ἀγίεια","iii-ii BC","2","-300","-200","","LGPN_33454","Lakonia","Geronthrai","","36.9922","22.7069"
"V3a-8169","3a","1","῞Αγιον","c.220AD","2","220","220","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8170","3a","1","Ἀγιππία","ii-i BC","2","-200","-100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8171","3a","1","Ἀγιππίδας","i AD","1","0","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8172","3a","3","῎Αγιππος","c.110-150AD","1","110","150","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8173","3a","2","῎Αγιππος","iii/ii BC","1","-225","-175","","LGPN_33462","Lakonia","Oitylos","","36.7081","22.3884"
"V3a-8174","3a","1","῎Αγιππος","i AD","1","0","100","","LGPN_33451","Lakonia","Kardamyle","","36.8866","22.2324"
"V3a-8175","3a","30","Ἀγίς","c.110-130AD","2","110","130","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8176","3a","27","῏Αγις","C550BC","1","-550","-550","","LGPN_33961","Lakonia","","","37.0281","22.6254"
"V3a-8177","3a","15","῏Αγις","8-vii BC","1","-800","-700","fict.","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8178","3a","26","῏Αγις","m.ii AD","1","125","175","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8179","3a","21","῏Αγις","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8180","3a","20","῏Αγις","c.30-20BC","1","-30","-20","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8181","3a","25","῏Αγις","c.70-100AD","1","70","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8182","3a","23","῏Αγις","Si AD","1","50","99","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8183","3a","22","῏Αγις","i AD","1","0","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8184","3a","14","῏Αγις","her.","1","-998","-700","king/dub.","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8185","3a","16","῏Αγις","c.460-400BC","1","-460","-400","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8186","3a","13","῏Αγις","arch.","1","-999","-480","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8187","3a","17","῏Αγις","c.375-330BC","1","-375","-330","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8188","3a","18","῏Αγις","c.275-241BC","1","-275","-241","king","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8189","3a","24","῏Αγις","Si AD","1","50","99","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8190","3a","19","῏Αγις","ii BC","1","-200","-100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8191","3a","1","Ἀγιτέλης","c.25-1BC","1","-25","-1","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8192","3a","6","Ἀγίων","i BC/i AD","1","-25","25","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8193","3a","5","Ἀγίων","hell.-imp.","1","-100","100","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8194","3a","7","Ἀγίων","c.95-145AD","1","95","145","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8196","3a","8","Ἀγίων","c.150-160AD","1","150","160","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8197","3a","1","Ἀγκαίδας","f.vi BC","1","-599","-550","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8198","3a","3","῎Αγλαος","c.105AD","1","105","105","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8199","3a","2","῞Αγνη","iii AD","2","200","300","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
"V3a-8200","3a","1","Ἀγυλαῖος","c.227BC","1","-227","-227","","LGPN_33469","Lakonia","Sparta","","37.0819","22.4234"
