"id","volume","pubid","name","floruit","sex","notbefore","notafter","status","placecode","region","settlement","district","lat","long"
"V3b-20001","3b","2","Ἀβαεόδωρος","424BC","1","-424","-424","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20002","3b","1","Ἀβαεόδωρος","v BC","1","-500","-400","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20003","3b","1","Ἀβαιόδωρος","vi-v BC","1","-600","-500","kalos","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20004","3b","2","Ἀβαιόδωρος","m.iv BC","1","-375","-325","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20005","3b","3","Ἀβαιόδωρος","c.279-247BC","1","-279","-247","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20006","3b","4","Ἀβαιόδωρος","156BC","1","-156","-156","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20007","3b","1","Ἀβαιόκριτος","c.279-247BC","1","-279","-247","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20008","3b","1","Ἀβαντίδας","v BC","1","-500","-400","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20009","3b","2","Ἀβάσκαντος","169-172AD","1","169","172","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20010","3b","1","Ἀβάσκαντος","169-172AD","1","169","172","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20011","3b","1","῎Αβειν","imp.","2","-31","310","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20012","3b","1","Ἀβηΐχα","iv-iii BC","2","-400","-300","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20013","3b","1","Ἀβηόδωρος","c.250-245BC","1","-250","-245","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20014","3b","2","Ἀβηόδωρος","iv-iii BC","1","-400","-300","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20015","3b","1","Ἀβλάβιος","iii-iv AD","1","300","400","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20016","3b","1","῾Αβρόμαχος","C300-275BC","1","-300","-275","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20017","3b","1","῞Αβρων","iii/ii BC","1","-225","-175","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20018","3b","2","῞Αβρων","c.200-175BC","1","-200","-175","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20019","3b","3","῞Αβρων","c.110-90BC","1","-110","-90","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20020","3b","4","῞Αβρων","i BC-i AD","1","-100","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20021","3b","5","῞Αβρων","imp.","1","-31","310","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20022","3b","6","῞Αβρων","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20023","3b","1","Ἀγάθα","c.200-175BC","2","-200","-175","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20024","3b","1","Ἀγαθάνωρ","hell.","1","-323","-31","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20025","3b","2","Ἀγαθάνωρ","iii BC","1","-300","-200","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20026","3b","3","Ἀγαθαρχίδας","c.190-175BC","1","-190","-175","fed. arch.","LGPN_33165","Boiotia","","","0","0"
"V3b-20027","3b","1","Ἀγαθαρχίδας","c.275-250BC","1","-275","-250","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20028","3b","2","Ἀγαθαρχίδας","s.iii BC","1","-250","-201","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20029","3b","2","Ἀγαθαρχίς","ii BC","2","-200","-100","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20030","3b","1","Ἀγαθαρχίς","iii/ii BC","2","-225","-175","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20031","3b","9","Ἀγάθαρχος","c.190-175BC","1","-190","-175","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20032","3b","8","Ἀγάθαρχος","c.230-210BC","1","-230","-210","sculptor","LGPN_33165","Boiotia","","","0","0"
"V3b-20033","3b","2","Ἀγάθαρχος","f.iii BC","1","-299","-250","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20034","3b","5","Ἀγάθαρχος","C245-240BC","1","-245","-240","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20035","3b","6","Ἀγάθαρχος","c.245-230BC","1","-245","-230","local arch.","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20036","3b","7","Ἀγάθαρχος","c.245-230BC","1","-245","-230","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20037","3b","3","Ἀγάθαρχος","s.iii BC","1","-250","-201","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20038","3b","1","Ἀγάθαρχος","Sv BC","1","-450","-401","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20039","3b","4","Ἀγάθαρχος","s.iii BC","1","-250","-201","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20040","3b","1","Ἀγαθεστράτη","i BC-i AD","2","-100","100","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20041","3b","2","Ἀγαθήμερος","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20042","3b","1","Ἀγαθήμερος","ii-i BC","1","-200","-100","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20043","3b","1","Ἀγαθθώ","iv-iii BC","2","-400","-300","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20044","3b","1","Ἀγαθίας","169-172AD","1","169","172","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20045","3b","1","Ἀγαθίνα","iii/ii BC","2","-225","-175","","LGPN_33127","Boiotia","Chaironeia","","38.5214","22.8433"
"V3b-20046","3b","1","Ἀγαθῖνος","iii BC","1","-300","-200","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20047","3b","2","Ἀγαθῖνος","s.iii BC","1","-250","-201","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20048","3b","3","Ἀγαθῖνος","c.245-240BC","1","-245","-240","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20049","3b","4","Ἀγαθῖνος","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20050","3b","3","Ἀγαθίων","m.ii AD","1","125","175","","LGPN_34636","Boiotia","Delion","","0","0"
"V3b-20051","3b","1","Ἀγαθίων","c.245-240BC","1","-245","-240","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20052","3b","2","Ἀγαθίων","c.200-190BC","1","-200","-190","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20053","3b","1","Ἀγαθόβουλος","ii/iii AD","1","275","325","deacon","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20054","3b","4","Ἀγαθοκλεῖς","c.230-210BC","1","-230","-210","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20055","3b","18","Ἀγαθοκλεῖς","c.190-175BC","1","-190","-175","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20056","3b","20","Ἀγαθοκλεῖς","c.190-175BC","1","-190","-175","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20057","3b","21","Ἀγαθοκλεῖς","c.190-175BC","1","-190","-175","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20058","3b","2","Ἀγαθοκλεῖς","m.iii BC","1","-275","-225","","LGPN_33165","Boiotia","","","0","0"
"V3b-20059","3b","26","Ἀγαθοκλεῖς","263-261BC","1","-263","-261","","LGPN_33165","Boiotia","","","0","0"
"V3b-20060","3b","27","Ἀγαθοκλεῖς","255BC","1","-255","-255","","LGPN_33165","Boiotia","","","0","0"
"V3b-20061","3b","19","Ἀγαθοκλεῖς","c.190-175BC","1","-190","-175","fed. arch.","LGPN_33165","Boiotia","","","0","0"
"V3b-20062","3b","3","Ἀγαθοκλεῖς","C235-225BC","1","-235","-225","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20063","3b","5","Ἀγαθοκλεῖς","iii/ii BC","1","-225","-175","","LGPN_33142","Boiotia","Koroneia","","38.395","22.953"
"V3b-20064","3b","6","Ἀγαθοκλεῖς","iii/ii BC","1","-225","-175","","LGPN_33142","Boiotia","Koroneia","","38.395","22.953"
"V3b-20065","3b","1","Ἀγαθοκλεῖς","iii BC","1","-300","-200","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20066","3b","7","Ἀγαθοκλεῖς","c.220BC","1","-220","-220","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20067","3b","8","Ἀγαθοκλεῖς","c.220BC","1","-220","-220","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20068","3b","10","Ἀγαθοκλεῖς","c.210BC","1","-210","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20069","3b","11","Ἀγαθοκλεῖς","c.210BC","1","-210","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20070","3b","12","Ἀγαθοκλεῖς","c.210BC","1","-210","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20071","3b","13","Ἀγαθοκλεῖς","c.210BC","1","-210","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20072","3b","14","Ἀγαθοκλεῖς","205BC","1","-205","-205","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20073","3b","16","Ἀγαθοκλεῖς","C200-190BC","1","-200","-190","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20074","3b","15","Ἀγαθοκλεῖς","c.200-190BC","1","-200","-190","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20075","3b","17","Ἀγαθοκλεῖς","c.190BC","1","-190","-190","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20076","3b","22","Ἀγαθοκλεῖς","m.ii BC","1","-175","-125","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20077","3b","23","Ἀγαθοκλεῖς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20078","3b","24","Ἀγαθοκλεῖς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20079","3b","25","Ἀγαθοκλεῖς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20080","3b","9","Ἀγαθοκλεῖς","C214-210BC","1","-214","-210","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20081","3b","5","Ἀγαθοκλῆς","ii BC","1","-200","-100","","LGPN_33123","Boiotia","Anthedon","","38.5","23.445"
"V3b-20082","3b","2","Ἀγαθοκλῆς","iii/ii BC","1","-225","-175","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20083","3b","3","Ἀγαθοκλῆς","213 or 205BC","1","-205","-205","dancer","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20084","3b","4","Ἀγαθοκλῆς","204BC","1","-204","-204","","LGPN_33149","Boiotia","Oropos","","38.328","23.781"
"V3b-20085","3b","6","Ἀγαθοκλῆς","ii BC","1","-200","-100","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20086","3b","7","Ἀγαθοκλῆς","ii-i BC","1","-200","-100","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20087","3b","20","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20088","3b","22","Ἀγαθοκλῆς","123BC","1","-123","-123","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20089","3b","42","Ἀγαθοκλῆς","ii AD","1","100","200","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20090","3b","10","Ἀγαθοκλῆς","180 or 179BC","1","-179","-179","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20091","3b","8","Ἀγαθοκλῆς","f.ii BC","1","-199","-150","","LGPN_33127","Boiotia","Chaironeia","","38.5214","22.8433"
"V3b-20092","3b","9","Ἀγαθοκλῆς","f.ii BC","1","-199","-150","","LGPN_33127","Boiotia","Chaironeia","","38.5214","22.8433"
"V3b-20093","3b","43","Ἀγαθοκλῆς","161AD","1","161","161","","LGPN_33142","Boiotia","Koroneia","","38.395","22.953"
"V3b-20094","3b","41","Ἀγαθοκλῆς","s.i AD","1","50","99","","LGPN_33145","Boiotia","Lebadeia","","38.43","22.88"
"V3b-20095","3b","28","Ἀγαθοκλῆς","imp.","1","-31","310","","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20096","3b","27","Ἀγαθοκλῆς","imp.","1","-31","310","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20097","3b","40","Ἀγαθοκλῆς","i-ii AD","1","100","200","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20098","3b","45","Ἀγαθοκλῆς","a.212AD","1","212","262","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20099","3b","46","Ἀγαθοκλῆς","byz.","1","311","999","","LGPN_34658","Boiotia","Thespiai (Mavromati (mod.))","","0","0"
"V3b-20100","3b","11","Ἀγαθοκλῆς","c.175-150BC","1","-175","-150","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20101","3b","14","Ἀγαθοκλῆς","m.ii BC","1","-175","-125","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20102","3b","15","Ἀγαθοκλῆς","m.ii BC","1","-175","-125","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20103","3b","12","Ἀγαθοκλῆς","m.ii BC","1","-175","-125","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20104","3b","13","Ἀγαθοκλῆς","m.ii BC","1","-175","-125","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20105","3b","16","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20106","3b","17","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20107","3b","18","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20108","3b","19","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20109","3b","21","Ἀγαθοκλῆς","Sii BC","1","-150","-101","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20110","3b","23","Ἀγαθοκλῆς","i BC-i AD","1","-100","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20111","3b","26","Ἀγαθοκλῆς","c.80-70BC","1","-80","-70","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20112","3b","25","Ἀγαθοκλῆς","c.80-70BC","1","-80","-70","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20113","3b","32","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20114","3b","29","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20115","3b","30","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20116","3b","31","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20117","3b","33","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20118","3b","34","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20119","3b","35","Ἀγαθοκλῆς","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20120","3b","36","Ἀγαθοκλῆς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20121","3b","38","Ἀγαθοκλῆς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20122","3b","39","Ἀγαθοκλῆς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20123","3b","44","Ἀγαθοκλῆς","169-172AD","1","169","172","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20124","3b","37","Ἀγαθοκλῆς","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20125","3b","1","Ἀγαθοκλῆς","hell.","1","-323","-31","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20126","3b","24","Ἀγαθοκλῆς","i BC-i AD","1","-100","100","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20127","3b","1","Ἀγαθόκλια","i BC-i AD","2","-100","100","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20128","3b","2","Ἀγαθόκλια","i BC-i AD","2","-100","100","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20129","3b","1","Ἀγαθοκλίδας","v BC","1","-500","-400","","LGPN_33145","Boiotia","Lebadeia","","38.43","22.88"
"V3b-20130","3b","1","Ἀγαθονίκη","204BC","2","-204","-204","","LGPN_33149","Boiotia","Oropos","","38.328","23.781"
"V3b-20131","3b","1","Ἀγαθόνικος","c.80BC","1","-80","-80","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20132","3b","2","Ἀγαθόπους","i-ii AD","1","100","200","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20133","3b","1","Ἀγαθόπους","imp.","1","-31","310","","LGPN_33127","Boiotia","Chaironeia","","38.5214","22.8433"
"V3b-20134","3b","4","Ἀγαθόπους","ii/iii AD","1","275","325","","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20135","3b","3","Ἀγαθόπους","139AD","1","139","139","","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20136","3b","1","῎Αγαθος","ii-i BC","1","-200","-100","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20137","3b","2","῎Αγαθος","imp.","1","-31","310","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20138","3b","2","Ἀγαθοφάνεις","s.iii BC","1","-250","-201","","LGPN_33165","Boiotia","","","0","0"
"V3b-20139","3b","1","Ἀγαθοφάνεις","263-261BC","1","-263","-261","","LGPN_33165","Boiotia","","","0","0"
"V3b-20140","3b","1","Ἀγαθοφέρων","ii/iii AD","1","275","325","","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20141","3b","1","Ἀγαθώ","f.ii BC","2","-199","-150","","LGPN_33127","Boiotia","Chaironeia","","38.5214","22.8433"
"V3b-20142","3b","10","Ἀγάθων","c.275-250BC","1","-275","-250","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20143","3b","18","Ἀγάθων","c.200-175BC","1","-200","-175","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20144","3b","7","Ἀγάθων","iii-ii BC","1","-300","-200","","LGPN_33149","Boiotia","Oropos","","38.328","23.781"
"V3b-20145","3b","8","Ἀγάθων","f.iii BC","1","-299","-250","","LGPN_33149","Boiotia","Oropos","","38.328","23.781"
"V3b-20146","3b","6","Ἀγάθων","iii BC","1","-300","-200","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20147","3b","26","Ἀγάθων","i-ii AD","1","100","200","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20148","3b","27","Ἀγάθων","ii AD","1","100","200","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20149","3b","4","Ἀγάθων","c.382BC","1","-382","-382","","LGPN_33165","Boiotia","","","0","0"
"V3b-20150","3b","9","Ἀγάθων","c.275-250BC","1","-275","-250","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20151","3b","13","Ἀγάθων","iii/ii BC","1","-225","-175","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20152","3b","14","Ἀγάθων","iii/ii BC","1","-225","-175","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20153","3b","11","Ἀγάθων","c.230-200BC","1","-230","-200","","LGPN_33806","Boiotia","Plataiai","","38.22","23.25"
"V3b-20154","3b","2","Ἀγάθων","iv-iii BC","1","-400","-300","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20155","3b","22","Ἀγάθων","i BC-i AD","1","-100","100","","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20156","3b","5","Ἀγάθων","hell.","1","-323","-31","slave/cook","LGPN_33156","Boiotia","Tanagra","","38.3167","23.5333"
"V3b-20157","3b","1","Ἀγάθων","c.510-500BC","1","-510","-500","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20158","3b","3","Ἀγάθων","iv-iii BC","1","-400","-300","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20159","3b","12","Ἀγάθων","c.225-200BC","1","-225","-200","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20160","3b","15","Ἀγάθων","c.220BC","1","-220","-220","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20161","3b","16","Ἀγάθων","C214-210BC","1","-214","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20162","3b","17","Ἀγάθων","c.210BC","1","-210","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20163","3b","19","Ἀγάθων","ii-i BC","1","-200","-100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20164","3b","21","Ἀγάθων","c.190BC","1","-190","-190","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20165","3b","24","Ἀγάθων","i BC/i AD","1","-25","25","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20166","3b","25","Ἀγάθων","i AD","1","0","100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20167","3b","20","Ἀγάθων","ii-i BC","1","-200","-100","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20168","3b","23","Ἀγάθων","imp.","1","-31","310","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20169","3b","1","Ἀγαθωνίδας","f.v BC","1","-499","-450","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20170","3b","1","Ἀγαθώνυμος","169-172AD","1","169","172","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20171","3b","2","Ἀγαμείδα","iii BC","2","-300","-200","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20172","3b","1","Ἀγαμείδα","iv-iii BC","2","-400","-300","","LGPN_33142","Boiotia","Koroneia","","38.395","22.953"
"V3b-20173","3b","2","Ἀγαμείδεις","c.190-175BC","1","-190","-175","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20174","3b","1","Ἀγαμείδεις","c.250-240BC","1","-250","-240","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20175","3b","1","Ἀγαμείστωρ","C214-210BC","1","-214","-210","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20176","3b","1","Ἀγαμήστωρ","i BC/i AD","1","-25","25","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20177","3b","2","Ἀγαμήστωρ","37AD","1","37","37","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
"V3b-20178","3b","1","Ἀγάνωρ","f.iv BC","1","-399","-350","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20179","3b","2","Ἀγάνωρ","s.iii BC","1","-250","-201","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20180","3b","1","Ἀγάσανδρος","205BC","1","-205","-205","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20181","3b","2","Ἀγάσανδρος","c.180-173BC","1","-180","-173","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20182","3b","1","Ἀγασίας","c.285-280BC","1","-285","-280","","LGPN_33123","Boiotia","Anthedon","","38.5","23.445"
"V3b-20183","3b","2","Ἀγασίας","c.285-280BC","1","-285","-280","","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20184","3b","4","Ἀγασίας","s.iii BC","1","-250","-201","local arch.","LGPN_33148","Boiotia","Orchomenos","","38.495","22.974"
"V3b-20185","3b","7","Ἀγασίας","c.235-230BC","1","-235","-230","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20186","3b","8","Ἀγασίας","c.235-230BC","1","-235","-230","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20187","3b","10","Ἀγασίας","221BC","1","-221","-221","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20188","3b","11","Ἀγασίας","202BC","1","-202","-202","","LGPN_33137","Boiotia","Hyettos","","38.548","23.1037"
"V3b-20189","3b","9","Ἀγασίας","iii/ii BC","1","-225","-175","","LGPN_33142","Boiotia","Koroneia","","38.395","22.953"
"V3b-20190","3b","3","Ἀγασίας","c.250-245BC","1","-250","-245","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20191","3b","5","Ἀγασίας","c.245-240BC","1","-245","-240","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20192","3b","6","Ἀγασίας","c.240BC","1","-240","-240","","LGPN_33162","Boiotia","Thespiai","","38.291","23.146"
"V3b-20193","3b","1","Ἀγασίδαμος","C235-225BC","1","-235","-225","","LGPN_33141","Boiotia","Kopai","","38.505","23.162"
"V3b-20194","3b","1","Ἀγασικλῆς","m.v BC","1","-475","-425","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20195","3b","1","Ἀγασικλεῖς","s.iii BC","1","-250","-201","","LGPN_33145","Boiotia","Lebadeia","","38.43","22.88"
"V3b-20196","3b","2","Ἀγασικλεῖς","C214-210BC","1","-214","-210","","LGPN_33164","Boiotia","Thisbe","","38.264","22.963"
"V3b-20197","3b","2","Ἀγασικλῆς","c.60BC","1","-60","-60","","LGPN_33161","Boiotia","Thebes","","38.19","23.19"
"V3b-20198","3b","2","Ἀγασῖνος","f.ii AD","1","101","150","","LGPN_33122","Boiotia","Akraiphia","","38.453","23.216"
